,Year,Rider,Rank,Time,DistanceKilometer,PersonalAvgPace,Hours,Minutes,Seconds,Team,RiderNumber,TotalSeconds,Gap,Bonus,Points,NumberStages,ListedAvgPace
5663,1982,GIULIANO BIATTA,120,94h 53' 56'',3507,36.95512183,94,53,56,INOXPRAN-PENTOLE-POSATE,142,341636,+ 02h 45' 10'',,,46,38.059
5664,1982,ENZO SERPELLONI,121,94h 55' 04'',3507,36.94776766,94,55,4,HOONVED-BOTTECCHIA,168,341704,+ 02h 46' 18'',,,46,38.059
5665,1982,JUAN-CARLOS ALONSO-DETEANO,122,95h 00' 08'',3507,36.91492597,95,0,8,TEKA,114,342008,+ 02h 51' 22'',,,46,38.059
5666,1982,ALAIN DE ROO,123,95h 00' 24'',3507,36.91319907,95,0,24,SUNAIR-COLNAGO-CAMPAGNOLO,82,342024,+ 02h 51' 38'',,,46,38.059
5667,1982,YVON BERTIN,124,95h 04' 14'',3507,36.88839283,95,4,14,COOP-MERCIER-MAVIC,103,342254,+ 02h 55' 28'',,,46,38.059
5668,1982,WERNER DEVOS,125,95h 13' 30'',3507,36.82856393,95,13,30,SUNAIR-COLNAGO-CAMPAGNOLO,83,342810,+ 03h 04' 44'',,,46,38.059
5669,1981,BERNARD HINAULT,1,91h 34' 14'',3753,40.98479011,91,34,14,RENAULT-GITANE,131,329654,-,,,50,38.96
5670,1981,LUCIEN VAN IMPE,2,91h 48' 48'',3753,40.87641592,91,48,48,BOSTON-MAVIC,81,330528,+ 00h 14' 34'',,,50,38.96
5671,1981,ROBERT ALBAN,3,91h 51' 18'',3753,40.85787382,91,51,18,LA REDOUTE-MOTOBECANE,51,330678,+ 00h 17' 04'',,,50,38.96
5672,1981,JOOP ZOETEMELK,4,91h 52' 35'',3753,40.84836208,91,52,35,TI-RALEIGH-CREDA,1,330755,+ 00h 18' 21'',,,50,38.96
5673,1981,PETER WINNEN,5,91h 54' 40'',3753,40.83293037,91,54,40,CAPRI SONNE- KOGA MIYATA,70,330880,+ 00h 20' 26'',,,50,38.96
5674,1981,JEAN-RENÉ BERNAUDEAU,6,91h 57' 16'',3753,40.81368794,91,57,16,PEUGEOT-ESSO-MICHELIN,11,331036,+ 00h 23' 02'',,,50,38.96
5675,1981,JOHAN DE MUYNCK,7,91h 58' 39'',3753,40.80345737,91,58,39,WICKES-SPLENDOR-EUROP DECOR,31,331119,+ 00h 24' 25'',,,50,38.96
5676,1981,SVEN-AKE NILSSON,8,91h 58' 51'',3753,40.80197867,91,58,51,WICKES-SPLENDOR-EUROP DECOR,36,331131,+ 00h 24' 37'',,,50,38.96
5677,1981,CLAUDE CRIQUIELION,9,92h 00' 32'',3753,40.78953724,92,0,32,WICKES-SPLENDOR-EUROP DECOR,34,331232,+ 00h 26' 18'',,,50,38.96
5678,1981,PHIL ANDERSON,10,92h 01' 14'',3753,40.78436581,92,1,14,PEUGEOT-ESSO-MICHELIN,12,331274,+ 00h 27' 00'',,,50,38.96
5679,1981,FONS DE WOLF,11,92h 03' 07'',3753,40.77045871,92,3,7,VERMEER THIJS-GIOS,141,331387,+ 00h 28' 53'',,,50,38.96
5680,1981,JOHAN VAN DER VELDE,12,92h 04' 00'',3753,40.76393917,92,4,0,TI-RALEIGH-CREDA,9,331440,+ 00h 29' 46'',,,50,38.96
5681,1981,MARCEL TINAZZI,13,92h 04' 17'',3753,40.76184844,92,4,17,SEM-FRANCE-LOIRE,50,331457,+ 00h 30' 03'',,,50,38.96
5682,1981,PAUL WELLENS,14,92h 06' 23'',3753,40.74635913,92,6,23,SUNAIR-COLNAGO,128,331583,+ 00h 32' 09'',,,50,38.96
5683,1981,MARIANO MARTINEZ,15,92h 06' 30'',3753,40.74549896,92,6,30,LA REDOUTE-MOTOBECANE,54,331590,+ 00h 32' 16'',,,50,38.96
5684,1981,EDDY SCHEPERS,16,92h 07' 41'',3753,40.73677641,92,7,41,DAF TRUCKS-COTE D'OR,108,331661,+ 00h 33' 27'',,,50,38.96
5685,1981,RAYMOND MARTIN,17,92h 07' 55'',3753,40.73505691,92,7,55,MIKO-MERCIER-VIVAGEL,21,331675,+ 00h 33' 41'',,,50,38.96
5686,1981,MICHEL LAURENT,18,92h 08' 55'',3753,40.72768927,92,8,55,PEUGEOT-ESSO-MICHELIN,17,331735,+ 00h 34' 41'',,,50,38.96
5687,1981,JEAN-FRANÇOIS RODRIGUEZ,19,92h 12' 46'',3753,40.69934873,92,12,46,RENAULT-GITANE,139,331966,+ 00h 38' 32'',,,50,38.96
5688,1981,GRAHAM JONES,20,92h 15' 20'',3753,40.68047694,92,15,20,PEUGEOT-ESSO-MICHELIN,16,332120,+ 00h 41' 06'',,,50,38.96
5689,1981,ALBERTO FERNANDEZ DE LA PUEBLA RAMOS,21,92h 16' 41'',3753,40.67055789,92,16,41,TEKA,95,332201,+ 00h 42' 27'',,,50,38.96
5690,1981,LUCIEN DIDIER,22,92h 23' 40'',3753,40.61932536,92,23,40,RENAULT-GITANE,137,332620,+ 00h 49' 26'',,,50,38.96
5691,1981,JACQUES MICHAUD,23,92h 24' 37'',3753,40.61236575,92,24,37,SEM-FRANCE-LOIRE,47,332677,+ 00h 50' 23'',,,50,38.96
5692,1981,DOMINIQUE ARNAUD,24,92h 26' 29'',3753,40.59869767,92,26,29,PUCH-WOLBER,72,332789,+ 00h 52' 15'',,,50,38.96
5693,1981,GERRY VERLINDEN,25,92h 27' 02'',3753,40.59467223,92,27,2,SUNAIR-COLNAGO,121,332822,+ 00h 52' 48'',,,50,38.96
5694,1981,DIDIER VANOVERSCHEDE,26,92h 27' 27'',3753,40.59162318,92,27,27,LA REDOUTE-MOTOBECANE,60,332847,+ 00h 53' 13'',,,50,38.96
5695,1981,CHARLY BERARD,27,92h 30' 20'',3753,40.5705363,92,30,20,RENAULT-GITANE,134,333020,+ 00h 56' 06'',,,50,38.96
5696,1981,GILBERT DUCLOS-LASSALLE,28,92h 30' 51'',3753,40.56676005,92,30,51,PEUGEOT-ESSO-MICHELIN,15,333051,+ 00h 56' 37'',,,50,38.96
5697,1981,RÉGIS OVION,29,92h 30' 57'',3753,40.56602924,92,30,57,PUCH-WOLBER,77,333057,+ 00h 56' 43'',,,50,38.96
5698,1981,HENNIE KUIPER,30,92h 31' 35'',3753,40.5614014,92,31,35,DAF TRUCKS-COTE D'OR,101,333095,+ 00h 57' 21'',,,50,38.96
5699,1981,PIERRE BAZZO,31,92h 32' 14'',3753,40.55665288,92,32,14,LA REDOUTE-MOTOBECANE,52,333134,+ 00h 58' 00'',,,50,38.96
5700,1981,JONATHAN BOYER,32,92h 33' 35'',3753,40.54679411,92,33,35,RENAULT-GITANE,136,333215,+ 00h 59' 21'',,,50,38.96
5701,1981,SERGE BEUCHERIE,33,92h 35' 54'',3753,40.52988715,92,35,54,SEM-FRANCE-LOIRE,42,333354,+ 01h 01' 40'',,,50,38.96
5702,1981,JOSTEIN WILMANN,34,92h 37' 00'',3753,40.52186432,92,37,0,CAPRI SONNE- KOGA MIYATA,69,333420,+ 01h 02' 46'',,,50,38.96
5703,1981,MARINO LEJARETTA,35,92h 44' 51'',3753,40.46470255,92,44,51,TEKA,91,333891,+ 01h 10' 37'',,,50,38.96
5704,1981,CHRISTIAN SEZNEC,36,92h 46' 57'',3753,40.4494382,92,46,57,MIKO-MERCIER-VIVAGEL,30,334017,+ 01h 12' 43'',,,50,38.96
5705,1981,BERNARD THEVENET,37,92h 47' 02'',3753,40.44883271,92,47,2,PUCH-WOLBER,71,334022,+ 01h 12' 48'',,,50,38.96
5706,1981,VICENTE BELDA,38,92h 48' 37'',3753,40.43733183,92,48,37,KELME,113,334117,+ 01h 14' 23'',,,50,38.96
5707,1981,THÉO DE ROOY,39,92h 50' 16'',3753,40.42535366,92,50,16,CAPRI SONNE- KOGA MIYATA,64,334216,+ 01h 16' 02'',,,50,38.96
5708,1981,RONNY CLAES,40,92h 51' 22'',3753,40.41737216,92,51,22,CAPRI SONNE- KOGA MIYATA,62,334282,+ 01h 17' 08'',,,50,38.96
5709,1981,ALAIN MESLET,41,92h 52' 52'',3753,40.40649337,92,52,52,BOSTON-MAVIC,86,334372,+ 01h 18' 38'',,,50,38.96
5710,1981,JORGE FORTIA,42,92h 57' 42'',3753,40.37147928,92,57,42,KELME,114,334662,+ 01h 23' 28'',,,50,38.96
5711,1981,ALAIN VIGNERON,43,92h 59' 06'',3753,40.3613486,92,59,6,RENAULT-GITANE,140,334746,+ 01h 24' 52'',,,50,38.96
5712,1981,PATRICK PERRET,44,93h 00' 09'',3753,40.35375393,93,0,9,PEUGEOT-ESSO-MICHELIN,20,334809,+ 01h 25' 55'',,,50,38.96
5713,1981,BERNARD VALLET,45,93h 00' 24'',3753,40.3519461,93,0,24,LA REDOUTE-MOTOBECANE,57,334824,+ 01h 26' 10'',,,50,38.96
5714,1981,HUBERT LINARD,46,93h 00' 26'',3753,40.35170506,93,0,26,PEUGEOT-ESSO-MICHELIN,19,334826,+ 01h 26' 12'',,,50,38.96
5715,1981,PATRICK FRIOU,47,93h 01' 34'',3753,40.34351168,93,1,34,MIKO-MERCIER-VIVAGEL,24,334894,+ 01h 27' 20'',,,50,38.96
5716,1981,SEAN KELLY,48,93h 02' 38'',3753,40.33580329,93,2,38,WICKES-SPLENDOR-EUROP DECOR,35,334958,+ 01h 28' 24'',,,50,38.96
5717,1981,KLAUS-PETER THALER,49,93h 03' 05'',3753,40.3325522,93,3,5,PUCH-WOLBER,79,334985,+ 01h 28' 51'',,,50,38.96
5718,1981,JUAN FERNANDEZ,50,93h 05' 00'',3753,40.31871083,93,5,0,KELME,111,335100,+ 01h 30' 46'',,,50,38.96
5719,1981,RÉGIS CLERE,51,93h 05' 15'',3753,40.31690614,93,5,15,MIKO-MERCIER-VIVAGEL,23,335115,+ 01h 31' 01'',,,50,38.96
5720,1981,GUY NULENS,52,93h 07' 53'',3753,40.29790648,93,7,53,DAF TRUCKS-COTE D'OR,107,335273,+ 01h 33' 39'',,,50,38.96
5721,1981,ALAIN DE CARVALHO,53,93h 09' 39'',3753,40.28516991,93,9,39,PUCH-WOLBER,74,335379,+ 01h 35' 25'',,,50,38.96
5722,1981,HENK LUBBERDING,54,93h 11' 57'',3753,40.2686004,93,11,57,TI-RALEIGH-CREDA,5,335517,+ 01h 37' 43'',,,50,38.96
5723,1981,GERRIE KNETEMANN,55,93h 14' 08'',3753,40.25288397,93,14,8,TI-RALEIGH-CREDA,4,335648,+ 01h 39' 54'',,,50,38.96
5724,1981,MAURICE LE GUILLOUX,56,93h 15' 39'',3753,40.24197368,93,15,39,RENAULT-GITANE,138,335739,+ 01h 41' 25'',,,50,38.96
5725,1981,HENDRIK DEVOS,57,93h 16' 19'',3753,40.23717981,93,16,19,DAF TRUCKS-COTE D'OR,104,335779,+ 01h 42' 05'',,,50,38.96
5726,1981,JEAN-LOUIS GAUTHIER,58,93h 16' 26'',3753,40.236341,93,16,26,MIKO-MERCIER-VIVAGEL,26,335786,+ 01h 42' 12'',,,50,38.96
5727,1981,LUDO PEETERS,59,93h 17' 19'',3753,40.22999116,93,17,19,TI-RALEIGH-CREDA,6,335839,+ 01h 43' 05'',,,50,38.96
5728,1981,HUBERT ARBES,60,93h 17' 59'',3753,40.22520015,93,17,59,RENAULT-GITANE,132,335879,+ 01h 43' 45'',,,50,38.96
5729,1981,ROGER LEGEAY,61,93h 18' 10'',3753,40.22388282,93,18,10,PEUGEOT-ESSO-MICHELIN,18,335890,+ 01h 43' 56'',,,50,38.96
5730,1981,RONALD DE WITTE,62,93h 18' 21'',3753,40.22256558,93,18,21,SUNAIR-COLNAGO,123,335901,+ 01h 44' 07'',,,50,38.96
5731,1981,JACQUES BOSSIS,63,93h 18' 53'',3753,40.21873409,93,18,53,PEUGEOT-ESSO-MICHELIN,13,335933,+ 01h 44' 39'',,,50,38.96
5732,1981,ISMAËL LEJARETTA,64,93h 19' 03'',3753,40.2175369,93,19,3,TEKA,97,335943,+ 01h 44' 49'',,,50,38.96
5733,1981,RUDY COLMAN,65,93h 21' 07'',3753,40.20269768,93,21,7,WICKES-SPLENDOR-EUROP DECOR,33,336067,+ 01h 46' 53'',,,50,38.96
5734,1981,FREDDY MAERTENS,66,93h 21' 48'',3753,40.19779357,93,21,48,SUNAIR-COLNAGO,124,336108,+ 01h 47' 34'',,,50,38.96
5735,1981,JOS DE SCHOENMACKER,67,93h 22' 08'',3753,40.19540175,93,22,8,VERMEER THIJS-GIOS,145,336128,+ 01h 47' 54'',,,50,38.96
5736,1981,BERNARD BECAAS,68,93h 22' 19'',3753,40.19408637,93,22,19,RENAULT-GITANE,133,336139,+ 01h 48' 05'',,,50,38.96
5737,1981,BERNARDO ALFONSEL,69,93h 23' 25'',3753,40.18619592,93,23,25,TEKA,92,336205,+ 01h 49' 11'',,,50,38.96
5738,1981,JEAN CHASSANG,70,93h 24' 48'',3753,40.17627748,93,24,48,PUCH-WOLBER,73,336288,+ 01h 50' 34'',,,50,38.96
5739,1981,YVES HEZARD,71,93h 26' 29'',3753,40.16421464,93,26,29,PUCH-WOLBER,75,336389,+ 01h 52' 15'',,,50,38.96
5740,1981,BERNARD BOURREAU,72,93h 30' 46'',3753,40.13355275,93,30,46,PEUGEOT-ESSO-MICHELIN,14,336646,+ 01h 56' 32'',,,50,38.96
5741,1981,HUBERT MATHIS,73,93h 32' 43'',3753,40.11960934,93,32,43,MIKO-MERCIER-VIVAGEL,29,336763,+ 01h 58' 29'',,,50,38.96
5742,1981,LUDO DELCROIX,74,93h 34' 13'',3753,40.10889023,93,34,13,CAPRI SONNE- KOGA MIYATA,63,336853,+ 01h 59' 59'',,,50,38.96
5743,1981,RUDY PEVENAGE,75,93h 34' 48'',3753,40.10472323,93,34,48,CAPRI SONNE- KOGA MIYATA,66,336888,+ 02h 00' 34'',,,50,38.96
5744,1981,LOUIS LUYTEN,76,93h 36' 15'',3753,40.09436902,93,36,15,VERMEER THIJS-GIOS,147,336975,+ 02h 02' 01'',,,50,38.96
5745,1981,CHRISTIAN LEVAVASSEUR,77,93h 36' 50'',3753,40.09020504,93,36,50,MIKO-MERCIER-VIVAGEL,28,337010,+ 02h 02' 36'',,,50,38.96
5746,1981,PATRICK MOERLEN,78,93h 37' 34'',3753,40.08497155,93,37,34,SEM-FRANCE-LOIRE,48,337054,+ 02h 03' 20'',,,50,38.96
5747,1981,HERMANN Beyssens,79,93h 37' 39'',3753,0.0,93,37,39,VERMEER THIJS-GIOS,142,337059,+ 02h 03' 25'',,,50,38.96
5748,1981,HENNIE STAMSNIJDER,80,93h 39' 45'',3753,40.0693981,93,39,45,DAF TRUCKS-COTE D'OR,109,337185,+ 02h 05' 31'',,,50,38.96
5749,1981,ADRI VAN HOUWELINGEN,81,93h 40' 34'',3753,40.06357603,93,40,34,VERMEER THIJS-GIOS,149,337234,+ 02h 06' 20'',,,50,38.96
5750,1981,JEAN-LUC VANDENBROUCKE,82,93h 41' 28'',3753,40.05716183,93,41,28,LA REDOUTE-MOTOBECANE,58,337288,+ 02h 07' 14'',,,50,38.96
5751,1981,RENÉ MARTENS,83,93h 41' 55'',3753,40.0539555,93,41,55,DAF TRUCKS-COTE D'OR,106,337315,+ 02h 07' 41'',,,50,38.96
5752,1981,JOS JACOBS,84,93h 42' 35'',3753,40.04920633,93,42,35,CAPRI SONNE- KOGA MIYATA,65,337355,+ 02h 08' 21'',,,50,38.96
5753,1981,YVON BERTIN,85,93h 44' 22'',3753,40.03650781,93,44,22,RENAULT-GITANE,135,337462,+ 02h 10' 08'',,,50,38.96
5754,1981,JOËL GALLOPIN,86,93h 44' 36'',3753,40.03484692,93,44,36,MIKO-MERCIER-VIVAGEL,25,337476,+ 02h 10' 22'',,,50,38.96
5755,1981,ROGER DE CNIJF,87,93h 45' 01'',3753,40.03188139,93,45,1,BOSTON-MAVIC,82,337501,+ 02h 10' 47'',,,50,38.96
5756,1981,JEAN-FRANÇOIS PESCHEUX,88,93h 46' 18'',3753,40.0227503,93,46,18,LA REDOUTE-MOTOBECANE,55,337578,+ 02h 12' 04'',,,50,38.96
5757,1981,FRANKY DE GENDT,89,93h 46' 56'',3753,40.01824558,93,46,56,VERMEER THIJS-GIOS,144,337616,+ 02h 12' 42'',,,50,38.96
5758,1981,PATRICK HOSOTTE,90,93h 47' 03'',3753,40.01741588,93,47,3,SEM-FRANCE-LOIRE,45,337623,+ 02h 12' 49'',,,50,38.96
5759,1981,PAULINO MARTINEZ,91,93h 47' 26'',3753,40.01468994,93,47,26,TEKA,98,337646,+ 02h 13' 12'',,,50,38.96
5760,1981,MARC DURANT,92,93h 48' 05'',3753,40.01006856,93,48,5,LA REDOUTE-MOTOBECANE,53,337685,+ 02h 13' 51'',,,50,38.96
5761,1981,WILLIAM TACKAERT,93,93h 56' 04'',3753,39.95339539,93,56,4,DAF TRUCKS-COTE D'OR,110,338164,+ 02h 21' 50'',,,50,38.96
5762,1981,FRITS PIRARD,94,93h 57' 54'',3753,39.94040334,93,57,54,SUNAIR-COLNAGO,125,338274,+ 02h 23' 40'',,,50,38.96
5763,1981,FRANK HOSTE,95,93h 58' 10'',3753,39.93851429,93,58,10,TI-RALEIGH-CREDA,3,338290,+ 02h 23' 56'',,,50,38.96
5764,1981,EUGÈNE URBANY,96,93h 59' 15'',3753,39.93084187,93,59,15,WICKES-SPLENDOR-EUROP DECOR,39,338355,+ 02h 25' 01'',,,50,38.96
5765,1981,JÉSUS GUZMAN,97,93h 59' 52'',3753,39.9264758,93,59,52,KELME,115,338392,+ 02h 25' 38'',,,50,38.96
5766,1981,JEAN-PAUL HOSOTTE,98,94h 02' 23'',3753,39.90866744,94,2,23,SEM-FRANCE-LOIRE,44,338543,+ 02h 28' 09'',,,50,38.96
5767,1981,FERDI VAN DEN HAUTE,99,94h 02' 25'',3753,39.90843167,94,2,25,LA REDOUTE-MOTOBECANE,59,338545,+ 02h 28' 11'',,,50,38.96
5768,1981,JAIME VILAMAJO,100,94h 03' 55'',3753,39.89782509,94,3,55,KELME,120,338635,+ 02h 29' 41'',,,50,38.96
5769,1981,EULALIO GARCIA,101,94h 04' 57'',3753,39.89052162,94,4,57,TEKA,96,338697,+ 02h 30' 43'',,,50,38.96
5770,1981,LÉO WELLENS,102,94h 05' 00'',3753,39.89016829,94,5,0,SUNAIR-COLNAGO,129,338700,+ 02h 30' 46'',,,50,38.96
5771,1981,FRANCISCO-RAMON ALBEDA,103,94h 08' 08'',3753,39.868039,94,8,8,KELME,112,338888,+ 02h 33' 54'',,,50,38.96
5772,1981,IMANOL MURGA,104,94h 09' 59'',3753,39.85498482,94,9,59,KELME,117,338999,+ 02h 35' 45'',,,50,38.96
5773,1981,JÉSUS SUAREZ-CUEVAS,105,94h 12' 00'',3753,39.84076433,94,12,0,KELME,119,339120,+ 02h 37' 46'',,,50,38.96
5774,1981,MARC DIERICKX,106,94h 12' 24'',3753,39.83794494,94,12,24,DAF TRUCKS-COTE D'OR,103,339144,+ 02h 38' 10'',,,50,38.96
5775,1981,DIRK WAYENBERG,107,94h 14' 41'',3753,39.82185858,94,14,41,CAPRI SONNE- KOGA MIYATA,68,339281,+ 02h 40' 27'',,,50,38.96
5776,1981,EDDY VERSTRAETEN,108,94h 18' 36'',3753,39.79429541,94,18,36,VERMEER THIJS-GIOS,150,339516,+ 02h 44' 22'',,,50,38.96
5777,1981,ALBERT ZWEIFEL,109,94h 18' 38'',3753,39.79406099,94,18,38,SEM-FRANCE-LOIRE,49,339518,+ 02h 44' 24'',,,50,38.96
5778,1981,MARCEL LAURENS,110,94h 19' 35'',3753,39.78738129,94,19,35,DAF TRUCKS-COTE D'OR,105,339575,+ 02h 45' 21'',,,50,38.96
5779,1981,WILLY TEIRLINCK,111,94h 20' 58'',3753,39.7776587,94,20,58,BOSTON-MAVIC,89,339658,+ 02h 46' 44'',,,50,38.96
5780,1981,GERHARD SCHONBACHER,112,94h 25' 44'',3753,39.74419316,94,25,44,PUCH-WOLBER,78,339944,+ 02h 51' 30'',,,50,38.96
5781,1981,JOHNNY BROERS,113,94h 36' 12'',3753,39.67090659,94,36,12,WICKES-SPLENDOR-EUROP DECOR,32,340572,+ 03h 01' 58'',,,50,38.96
5782,1981,LUC DE GRAUWE,114,94h 40' 05'',3753,39.64378457,94,40,5,BOSTON-MAVIC,83,340805,+ 03h 05' 51'',,,50,38.96
5783,1981,AAD VAN DEN HOEK,115,94h 45' 43'',3753,39.60450603,94,45,43,TI-RALEIGH-CREDA,8,341143,+ 03h 11' 29'',,,50,38.96
5784,1981,JAN JONKERS,116,94h 49' 35'',3753,39.57759063,94,49,35,BOSTON-MAVIC,85,341375,+ 03h 15' 21'',,,50,38.96
5785,1981,JOHAN WELLENS,117,94h 50' 16'',3753,39.57283783,94,50,16,SUNAIR-COLNAGO,130,341416,+ 03h 16' 02'',,,50,38.96
5786,1981,JORGE RUIZ-CABESTANY,118,94h 50' 27'',3753,39.57156288,94,50,27,TEKA,100,341427,+ 03h 16' 13'',,,50,38.96
5787,1981,ALAIN DE ROO,119,94h 53' 21'',3753,39.55140647,94,53,21,SUNAIR-COLNAGO,122,341601,+ 03h 19' 07'',,,50,38.96
5788,1981,PHILIPPE TESNIERES,120,95h 49' 13'',3753,39.16707493,95,49,13,BOSTON-MAVIC,88,344953,+ 04h 14' 59'',,,50,38.96
5789,1981,FAUSTINO CUELI ARCE,121,96h 04' 08'',3753,39.06571673,96,4,8,TEKA,93,345848,+ 04h 29' 54'',,,50,38.96
5790,1980,JOOP ZOETEMELK,1,109h 19' 14'',3842,35.14435122,109,19,14,TI-RALEIGH-CREDA,11,393554,-,,,50,35.144
5791,1980,HENNIE KUIPER,2,109h 26' 09'',3842,35.10733078,109,26,9,PEUGEOT-ESSO-MICHELIN,31,393969,+ 00h 06' 55'',,,50,35.144
5792,1980,RAYMOND MARTIN,3,109h 27' 10'',3842,35.10189579,109,27,10,MIKO-MERCIER-VIVAGEL,78,394030,+ 00h 07' 56'',,,50,35.144
5793,1980,JOHAN DE MUYNCK,4,109h 31' 38'',3842,35.07803742,109,31,38,SPLENDOR-ADMIRAL-TV EKSPRES,55,394298,+ 00h 12' 24'',,,50,35.144
5794,1980,JOAQUIM AGOSTINHO,5,109h 34' 51'',3842,35.06087591,109,34,51,PUCH-SEM,21,394491,+ 00h 15' 37'',,,50,35.144
5795,1980,CHRISTIAN SEZNEC,6,109h 35' 30'',3842,35.05741008,109,35,30,MIKO-MERCIER-VIVAGEL,80,394530,+ 00h 16' 16'',,,50,35.144
5796,1980,SVEN-AKE NILSSON,7,109h 35' 47'',3842,35.05589955,109,35,47,MIKO-MERCIER-VIVAGEL,71,394547,+ 00h 16' 33'',,,50,35.144
5797,1980,LUDO PEETERS,8,109h 39' 59'',3842,35.03352339,109,39,59,IJSBOERKE-WARNCKE-KOGA MIYATA,96,394799,+ 00h 20' 45'',,,50,35.144
5798,1980,PIERRE BAZZO,9,109h 40' 17'',3842,35.03192618,109,40,17,LA REDOUTE-MOTOBECANE,83,394817,+ 00h 21' 03'',,,50,35.144
5799,1980,HENK LUBBERDING,10,109h 40' 24'',3842,35.03130509,109,40,24,TI-RALEIGH-CREDA,13,394824,+ 00h 21' 10'',,,50,35.144
5800,1980,ROBERT ALBAN,11,109h 41' 55'',3842,35.02323285,109,41,55,LA REDOUTE-MOTOBECANE,82,394915,+ 00h 22' 41'',,,50,35.144
5801,1980,JOHAN VAN DER VELDE,12,109h 44' 42'',3842,35.00842863,109,44,42,TI-RALEIGH-CREDA,18,395082,+ 00h 25' 28'',,,50,35.144
5802,1980,CLAUDE CRIQUIELION,13,109h 46' 57'',3842,34.99647029,109,46,57,SPLENDOR-ADMIRAL-TV EKSPRES,54,395217,+ 00h 27' 43'',,,50,35.144
5803,1980,JOSTEIN WILMANN,14,109h 47' 18'',3842,34.99461084,109,47,18,PUCH-SEM,30,395238,+ 00h 28' 04'',,,50,35.144
5804,1980,RÉGIS OVION,15,109h 49' 02'',3842,34.98540504,109,49,2,PUCH-SEM,27,395342,+ 00h 29' 48'',,,50,35.144
5805,1980,LUCIEN VAN IMPE,16,109h 52' 09'',3842,34.96886448,109,52,9,MARC-IWC-VRD,61,395529,+ 00h 32' 55'',,,50,35.144
5806,1980,BERNARD THEVENET,17,109h 52' 13'',3842,34.96851084,109,52,13,TEKA,111,395533,+ 00h 32' 59'',,,50,35.144
5807,1980,LUDO LOOS,18,109h 55' 50'',3842,34.9493367,109,55,50,MARC-IWC-VRD,67,395750,+ 00h 36' 36'',,,50,35.144
5808,1980,JO MAAS,19,109h 55' 58'',3842,34.94863022,109,55,58,DAF TRUCKS-LEJEUNE,41,395758,+ 00h 36' 44'',,,50,35.144
5809,1980,VICENTE BELDA,20,110h 01' 56'',3842,34.9170445,110,1,56,KELME,123,396116,+ 00h 42' 42'',,,50,35.144
5810,1980,PATRICK BUSOLINI,21,110h 04' 49'',3842,34.90180146,110,4,49,PUCH-SEM,22,396289,+ 00h 45' 35'',,,50,35.144
5811,1980,GERRY VERLINDEN,22,110h 11' 31'',3842,34.86643256,110,11,31,IJSBOERKE-WARNCKE-KOGA MIYATA,91,396691,+ 00h 52' 17'',,,50,35.144
5812,1980,FERDINAND JULIEN,23,110h 11' 51'',3842,34.86467479,110,11,51,BOSTON-MAVIC-AMIS DU TOUR,105,396711,+ 00h 52' 37'',,,50,35.144
5813,1980,ISMAËL LEJARETTA,24,110h 13' 19'',3842,34.85694268,110,13,19,TEKA,116,396799,+ 00h 54' 05'',,,50,35.144
5814,1980,ALBERTO FERNANDEZ DE LA PUEBLA RAMOS,25,110h 14' 31'',3842,34.85061897,110,14,31,TEKA,115,396871,+ 00h 55' 17'',,,50,35.144
5815,1980,EDDY SCHEPERS,26,110h 14' 46'',3842,34.84930181,110,14,46,DAF TRUCKS-LEJEUNE,48,396886,+ 00h 55' 32'',,,50,35.144
5816,1980,DANIEL PLUMMER,27,110h 18' 00'',3842,34.83227561,110,18,0,SPLENDOR-ADMIRAL-TV EKSPRES,59,397080,+ 00h 58' 46'',,,50,35.144
5817,1980,PASCAL SIMON,28,110h 18' 05'',3842,34.83183701,110,18,5,PEUGEOT-ESSO-MICHELIN,40,397085,+ 00h 58' 51'',,,50,35.144
5818,1980,SEAN KELLY,29,110h 18' 08'',3842,34.83157386,110,18,8,SPLENDOR-ADMIRAL-TV EKSPRES,57,397088,+ 00h 58' 54'',,,50,35.144
5819,1980,RENÉ MARTENS,30,110h 18' 20'',3842,34.83052128,110,18,20,DAF TRUCKS-LEJEUNE,45,397100,+ 00h 59' 06'',,,50,35.144
5820,1980,BERNARD VALLET,31,110h 18' 25'',3842,34.83008272,110,18,25,LA REDOUTE-MOTOBECANE,87,397105,+ 00h 59' 11'',,,50,35.144
5821,1980,JEAN-LUC VANDENBROUCKE,33,110h 20' 44'',3842,34.8178953,110,20,44,LA REDOUTE-MOTOBECANE,89,397244,+ 01h 01' 30'',,,50,35.144
5822,1980,PATRICK BONNET,34,110h 20' 52'',3842,34.81719412,110,20,52,RENAULT-GITANE,6,397252,+ 01h 01' 38'',,,50,35.144
5823,1980,PEDRO TORRES,35,110h 21' 39'',3842,34.81307529,110,21,39,KELME,121,397299,+ 01h 02' 25'',,,50,35.144
5824,1980,BERT OOSTERBOSCH,36,110h 22' 13'',3842,34.81009632,110,22,13,TI-RALEIGH-CREDA,14,397333,+ 01h 02' 59'',,,50,35.144
5825,1980,KLAUS-PETER THALER,37,110h 24' 17'',3842,34.79923614,110,24,17,TEKA,120,397457,+ 01h 05' 03'',,,50,35.144
5826,1980,GERRIE KNETEMANN,38,110h 25' 37'',3842,34.79223318,110,25,37,TI-RALEIGH-CREDA,12,397537,+ 01h 06' 23'',,,50,35.144
